SUMLEV,COUNTY,STNAME,CTYNAME,POP2020
50,15,South Carolina,Berkeley County,235987
50,17,South Carolina,Calhoun County,14554
50,19,South Carolina,Charleston County,417981
50,21,South Carolina,Cherokee County,57316
50,23,South Carolina,Chester County,32232
50,25,South Carolina,Chesterfield County,45606
50,27,South Carolina,Clarendon County,33415
50,29,South Carolina,Colleton County,37481
50,31,South Carolina,Darlington County,66509
50,33,South Carolina,Dillon County,30367
50,35,South Carolina,Dorchester County,165737
50,37,South Carolina,Edgefield County,27120
50,39,South Carolina,Fairfield County,22059
50,41,South Carolina,Florence County,137588
50,43,South Carolina,Georgetown County,63353
50,45,South Carolina,Greenville County,532486
50,47,South Carolina,Greenwood County,71074
50,49,South Carolina,Hampton County,18053
50,51,South Carolina,Horry County,365449
50,53,South Carolina,Jasper County,31588
50,55,South Carolina,Kershaw County,67472
50,57,South Carolina,Lancaster County,100926
50,59,South Carolina,Laurens County,67883
50,61,South Carolina,Lee County,16701
50,63,South Carolina,Lexington County,303946
50,65,South Carolina,McCormick County,9430
50,67,South Carolina,Marion County,30158
50,69,South Carolina,Marlboro County,25581
50,71,South Carolina,Newberry County,38445
50,73,South Carolina,Oconee County,80015
50,75,South Carolina,Orangeburg County,85343
50,77,South Carolina,Pickens County,127983
50,79,South Carolina,Richland County,419051
50,81,South Carolina,Saluda County,20315
50,83,South Carolina,Spartanburg County,326205
50,85,South Carolina,Sumter County,106360
50,87,South Carolina,Union County,26991
50,89,South Carolina,Williamsburg County,29825
50,91,South Carolina,York County,289105
50,3,South Dakota,Aurora County,2730
50,5,South Dakota,Beadle County,18513
50,7,South Dakota,Bennett County,3399
50,9,South Dakota,Bon Homme County,6848
50,11,South Dakota,Brookings County,35603
50,13,South Dakota,Brown County,38738
50,15,South Dakota,Brule County,5254
50,17,South Dakota,Buffalo County,1956
50,19,South Dakota,Butte County,10538
50,21,South Dakota,Campbell County,1380
50,23,South Dakota,Charles Mix County,9262
50,25,South Dakota,Clark County,3802
50,27,South Dakota,Clay County,14246
50,29,South Dakota,Codington County,28186
50,31,South Dakota,Corson County,4031
50,33,South Dakota,Custer County,9017
50,35,South Dakota,Davison County,19812
50,37,South Dakota,Day County,5345
50,39,South Dakota,Deuel County,4346
50,41,South Dakota,Dewey County,5789
50,43,South Dakota,Douglas County,2906
50,45,South Dakota,Edmunds County,3817
50,47,South Dakota,Fall River County,6708
50,49,South Dakota,Faulk County,2306
50,51,South Dakota,Grant County,7000
50,53,South Dakota,Gregory County,4219
50,55,South Dakota,Haakon County,1861
50,57,South Dakota,Hamlin County,6234
50,59,South Dakota,Hand County,3127
50,61,South Dakota,Hanson County,3489
50,63,South Dakota,Harding County,1311
50,65,South Dakota,Hughes County,17336
50,67,South Dakota,Hutchinson County,7282
50,69,South Dakota,Hyde County,1281
50,71,South Dakota,Jackson County,3321
50,73,South Dakota,Jerauld County,1985
50,75,South Dakota,Jones County,938
50,77,South Dakota,Kingsbury County,4987
50,79,South Dakota,Lake County,12488
50,81,South Dakota,Lawrence County,26221
50,83,South Dakota,Lincoln County,63019
50,85,South Dakota,Lyman County,3797
50,87,South Dakota,McCook County,5520
50,89,South Dakota,McPherson County,2363
50,91,South Dakota,Marshall County,4884
50,93,South Dakota,Meade County,28588
50,95,South Dakota,Mellette County,2089
50,97,South Dakota,Miner County,2202
50,99,South Dakota,Minnehaha County,196659
50,101,South Dakota,Moody County,6525
50,102,South Dakota,Oglala Lakota County,14070
50,103,South Dakota,Pennington County,115926
50,105,South Dakota,Perkins County,2832
50,107,South Dakota,Potter County,2163
50,109,South Dakota,Roberts County,10331
50,111,South Dakota,Sanborn County,2322
50,115,South Dakota,Spink County,6319
50,117,South Dakota,Stanley County,3121
50,119,South Dakota,Sully County,1391
50,121,South Dakota,Todd County,10313
50,123,South Dakota,Tripp County,5377
50,125,South Dakota,Turner County,8368
50,127,South Dakota,Union County,16192
50,129,South Dakota,Walworth County,5336
50,135,South Dakota,Yankton County,22742
50,137,South Dakota,Ziebach County,2656
50,1,Tennessee,Anderson County,77558
50,3,Tennessee,Bedford County,50179
50,5,Tennessee,Benton County,16131
50,7,Tennessee,Bledsoe County,15223
50,9,Tennessee,Blount County,134751
50,11,Tennessee,Bradley County,109071
50,13,Tennessee,Campbell County,39837
50,15,Tennessee,Cannon County,14847
50,17,Tennessee,Carroll County,27779
50,19,Tennessee,Carter County,56418
50,21,Tennessee,Cheatham County,41101
50,23,Tennessee,Chester County,17432
50,25,Tennessee,Claiborne County,32023
50,27,Tennessee,Clay County,7629
50,29,Tennessee,Cocke County,36225
50,31,Tennessee,Coffee County,57632
50,33,Tennessee,Crockett County,14180
50,35,Tennessee,Cumberland County,61603
50,37,Tennessee,Davidson County,694176
50,39,Tennessee,Decatur County,11601
50,41,Tennessee,DeKalb County,20837
50,43,Tennessee,Dickson County,54376
50,45,Tennessee,Dyer County,36693
50,47,Tennessee,Fayette County,41620
50,49,Tennessee,Fentress County,18787
50,51,Tennessee,Franklin County,42485
50,53,Tennessee,Gibson County,49159
50,55,Tennessee,Giles County,29530
50,57,Tennessee,Grainger County,23565
50,59,Tennessee,Greene County,69571
50,61,Tennessee,Grundy County,13485
50,63,Tennessee,Hamblen County,65110
50,65,Tennessee,Hamilton County,371662
50,67,Tennessee,Hancock County,6493
50,69,Tennessee,Hardeman County,24836
50,71,Tennessee,Hardin County,25583
50,73,Tennessee,Hawkins County,56775
50,75,Tennessee,Haywood County,17002
50,77,Tennessee,Henderson County,28076
50,79,Tennessee,Henry County,32056
50,81,Tennessee,Hickman County,25387
50,83,Tennessee,Houston County,8292
50,85,Tennessee,Humphreys County,18590
50,87,Tennessee,Jackson County,11864
50,89,Tennessee,Jefferson County,55307
50,91,Tennessee,Johnson County,17849
50,93,Tennessee,Knox County,475609
50,95,Tennessee,Lake County,6988
50,97,Tennessee,Lauderdale County,25451
50,99,Tennessee,Lawrence County,44432
50,101,Tennessee,Lewis County,12363
50,103,Tennessee,Lincoln County,34540
50,105,Tennessee,Loudon County,54910
50,107,Tennessee,McMinn County,54208
50,109,Tennessee,McNairy County,25696
50,111,Tennessee,Macon County,24827
50,113,Tennessee,Madison County,98360
50,115,Tennessee,Marion County,28924
50,117,Tennessee,Marshall County,35016
50,119,Tennessee,Maury County,99590
50,121,Tennessee,Meigs County,12532
50,123,Tennessee,Monroe County,47177
50,125,Tennessee,Montgomery County,214251
50,127,Tennessee,Moore County,6438
50,129,Tennessee,Morgan County,21431
50,131,Tennessee,Obion County,30131
50,133,Tennessee,Overton County,22566
50,135,Tennessee,Perry County,8099
50,137,Tennessee,Pickett County,5061
50,139,Tennessee,Polk County,16835
50,141,Tennessee,Putnam County,80929
50,143,Tennessee,Rhea County,33443
50,145,Tennessee,Roane County,53841
50,147,Tennessee,Robertson County,72275
50,149,Tennessee,Rutherford County,339261
50,151,Tennessee,Scott County,22090
50,153,Tennessee,Sequatchie County,15176
50,155,Tennessee,Sevier County,99244
50,157,Tennessee,Shelby County,936017
50,159,Tennessee,Smith County,20285
50,161,Tennessee,Stewart County,13859
50,163,Tennessee,Sullivan County,158755
50,165,Tennessee,Sumner County,195561
50,167,Tennessee,Tipton County,61918
50,169,Tennessee,Trousdale County,11455
50,171,Tennessee,Unicoi County,17755
50,173,Tennessee,Union County,20187
50,175,Tennessee,Van Buren County,5947
50,177,Tennessee,Warren County,41605
50,179,Tennessee,Washington County,130367
50,181,Tennessee,Wayne County,16524
50,183,Tennessee,Weakley County,33334
50,185,Tennessee,White County,27707
50,187,Tennessee,Williamson County,245348
50,189,Tennessee,Wilson County,148130
50,1,Texas,Anderson County,57805
50,3,Texas,Andrews County,18879
50,5,Texas,Angelina County,86796
50,7,Texas,Aransas County,23814
50,9,Texas,Archer County,8730
50,11,Texas,Armstrong County,1869
50,13,Texas,Atascosa County,51724
50,15,Texas,Austin County,29972
50,17,Texas,Bailey County,6697
50,19,Texas,Bandera County,23861
50,21,Texas,Bastrop County,91601
50,23,Texas,Baylor County,3518
50,25,Texas,Bee County,32513
50,27,Texas,Bell County,369927
50,29,Texas,Bexar County,2026823
50,31,Texas,Blanco County,12269
50,33,Texas,Borden County,706
50,35,Texas,Bosque County,18603
50,37,Texas,Bowie County,93481
50,39,Texas,Brazoria County,380518
50,41,Texas,Brazos County,232555
50,43,Texas,Brewster County,9237
50,45,Texas,Briscoe County,1487
50,47,Texas,Brooks County,6964
50,49,Texas,Brown County,37633
50,51,Texas,Burleson County,18514
50,53,Texas,Burnet County,49653
50,55,Texas,Caldwell County,43979
50,57,Texas,Calhoun County,21001
50,59,Texas,Callahan County,14110
50,61,Texas,Cameron County,424180
50,63,Texas,Camp County,13060
50,65,Texas,Carson County,5854
50,67,Texas,Cass County,29879
50,69,Texas,Castro County,7396
50,71,Texas,Chambers County,45590
50,73,Texas,Cherokee County,52875
50,75,Texas,Childress County,7143
50,77,Texas,Clay County,10550
50,79,Texas,Cochran County,2897
50,81,Texas,Coke County,3323
50,83,Texas,Coleman County,8100
50,85,Texas,Collin County,1072069
50,87,Texas,Collingsworth County,2877
50,89,Texas,Colorado County,21610
50,91,Texas,Comal County,164812
50,93,Texas,Comanche County,13750
50,95,Texas,Concho County,2827
50,97,Texas,Cooke County,41393
50,99,Texas,Coryell County,76737
50,101,Texas,Cottle County,1363
50,103,Texas,Crane County,4765
50,105,Texas,Crockett County,3513
50,107,Texas,Crosby County,5567
50,109,Texas,Culberson County,2149
50,111,Texas,Dallam County,7273
50,113,Texas,Dallas County,2635888
50,115,Texas,Dawson County,12974
50,117,Texas,Deaf Smith County,18277
50,119,Texas,Delta County,5349
50,121,Texas,Denton County,919324
50,123,Texas,DeWitt County,20174
50,125,Texas,Dickens County,2140
50,127,Texas,Dimmit County,9925
50,129,Texas,Donley County,3308
50,131,Texas,Duval County,11058
50,133,Texas,Eastland County,18388
50,135,Texas,Ector County,167701
50,137,Texas,Edwards County,1923
50,139,Texas,Ellis County,191760
50,141,Texas,El Paso County,841286
50,143,Texas,Erath County,43224
50,145,Texas,Falls County,17275
50,147,Texas,Fannin County,35913
50,149,Texas,Fayette County,25547
50,151,Texas,Fisher County,3784
50,153,Texas,Floyd County,5672
50,155,Texas,Foard County,1135
50,157,Texas,Fort Bend County,839706
50,159,Texas,Franklin County,10821
50,161,Texas,Freestone County,19874
50,163,Texas,Frio County,20379
50,165,Texas,Gaines County,21996
50,167,Texas,Galveston County,345089
50,169,Texas,Garza County,6222
50,171,Texas,Gillespie County,26960
50,173,Texas,Glasscock County,1439
50,175,Texas,Goliad County,7626
50,177,Texas,Gonzales County,20948
50,179,Texas,Gray County,21658
50,181,Texas,Grayson County,138318
50,183,Texas,Gregg County,124229
50,185,Texas,Grimes County,29614
50,187,Texas,Guadalupe County,170608
50,189,Texas,Hale County,32754
50,191,Texas,Hall County,2939
50,193,Texas,Hamilton County,8557
50,195,Texas,Hansford County,5279
50,197,Texas,Hardeman County,4011
50,199,Texas,Hardin County,58305
50,201,Texas,Harris County,4738253
50,203,Texas,Harrison County,66386
50,205,Texas,Hartley County,5443
50,207,Texas,Haskell County,5754
50,209,Texas,Hays County,241365
50,211,Texas,Hemphill County,3777
50,213,Texas,Henderson County,83792
50,215,Texas,Hidalgo County,875200
50,217,Texas,Hill County,37006
50,219,Texas,Hockley County,22921
50,221,Texas,Hood County,63527
50,223,Texas,Hopkins County,37170
50,225,Texas,Houston County,22835
50,227,Texas,Howard County,36540
50,229,Texas,Hudspeth County,4906
50,231,Texas,Hunt County,99807
50,233,Texas,Hutchinson County,20677
50,235,Texas,Irion County,1564
50,237,Texas,Jack County,9056
50,239,Texas,Jackson County,14854
50,241,Texas,Jasper County,35375
50,243,Texas,Jeff Davis County,2220
50,245,Texas,Jefferson County,250127
50,247,Texas,Jim Hogg County,5184
50,249,Texas,Jim Wells County,40452
50,251,Texas,Johnson County,179575
50,253,Texas,Jones County,19875
50,255,Texas,Karnes County,15562
50,257,Texas,Kaufman County,143198
50,259,Texas,Kendall County,48523
50,261,Texas,Kenedy County,379
50,263,Texas,Kent County,786
50,265,Texas,Kerr County,52869
50,267,Texas,Kimble County,4396
50,269,Texas,King County,283
50,271,Texas,Kinney County,3670
50,273,Texas,Kleberg County,30338
50,275,Texas,Knox County,3683
50,277,Texas,Lamar County,49905
50,279,Texas,Lamb County,12710
50,281,Texas,Lampasas County,21789
50,283,Texas,La Salle County,7500
50,285,Texas,Lavaca County,20216
50,287,Texas,Lee County,17397
50,289,Texas,Leon County,17493
50,291,Texas,Liberty County,91547
50,293,Texas,Limestone County,23340
50,295,Texas,Lipscomb County,3111
50,297,Texas,Live Oak County,12324
50,299,Texas,Llano County,21958
50,301,Texas,Loving County,181
50,303,Texas,Lubbock County,314772
50,305,Texas,Lynn County,6025
50,307,Texas,McCulloch County,7823
50,309,Texas,McLennan County,259730
50,311,Texas,McMullen County,721
50,313,Texas,Madison County,14427
50,315,Texas,Marion County,9960
50,317,Texas,Martin County,5816
50,319,Texas,Mason County,4344
50,321,Texas,Matagorda County,36725
50,323,Texas,Maverick County,58378
50,325,Texas,Medina County,52358
50,327,Texas,Menard County,2124
50,329,Texas,Midland County,177863
50,331,Texas,Milam County,24708
50,333,Texas,Mills County,4840
50,335,Texas,Mitchell County,8202
50,337,Texas,Montague County,19962
50,339,Texas,Montgomery County,626351
50,341,Texas,Moore County,20654
50,343,Texas,Morris County,12393
50,345,Texas,Motley County,1185
50,347,Texas,Nacogdoches County,64753
50,349,Texas,Navarro County,50694
50,351,Texas,Newton County,13414
50,353,Texas,Nolan County,14835
50,355,Texas,Nueces County,363148
50,357,Texas,Ochiltree County,9598
50,359,Texas,Oldham County,2135
50,361,Texas,Orange County,82878
50,363,Texas,Palo Pinto County,29320
50,365,Texas,Panola County,23187
50,367,Texas,Parker County,148198
50,369,Texas,Parmer County,9522
50,371,Texas,Pecos County,15718
50,373,Texas,Polk County,52995
50,375,Texas,Potter County,116004
50,377,Texas,Presidio County,6508
50,379,Texas,Rains County,12552
50,381,Texas,Randall County,139899
50,383,Texas,Reagan County,3833
50,385,Texas,Real County,3411
50,387,Texas,Red River County,11995
50,389,Texas,Reeves County,15949
50,391,Texas,Refugio County,6877
50,393,Texas,Roberts County,813
50,395,Texas,Robertson County,17155
50,397,Texas,Rockwall County,109888
50,399,Texas,Runnels County,10401
50,401,Texas,Rusk County,54324
50,403,Texas,Sabine County,10507
50,405,Texas,San Augustine County,8248
50,407,Texas,San Jacinto County,29301
50,409,Texas,San Patricio County,67069
50,411,Texas,San Saba County,6039
50,413,Texas,Schleicher County,2761
50,415,Texas,Scurry County,16662
50,417,Texas,Shackelford County,3300
50,419,Texas,Shelby County,24915
50,421,Texas,Sherman County,3027
50,423,Texas,Smith County,235806
50,425,Texas,Somervell County,9139
50,427,Texas,Starr County,64266
50,429,Texas,Stephens County,9334
50,431,Texas,Sterling County,1315
50,433,Texas,Stonewall County,1348
50,435,Texas,Sutton County,3738
50,437,Texas,Swisher County,7340
50,439,Texas,Tarrant County,2123347
50,441,Texas,Taylor County,139200
50,443,Texas,Terrell County,702
50,445,Texas,Terry County,12183
50,447,Texas,Throckmorton County,1487
50,449,Texas,Titus County,32926
50,451,Texas,Tom Green County,120010
50,453,Texas,Travis County,1300503
50,455,Texas,Trinity County,14883
50,457,Texas,Tyler County,21591
50,459,Texas,Upshur County,42166
50,461,Texas,Upton County,3623
50,463,Texas,Uvalde County,26742
50,465,Texas,Val Verde County,49028
50,467,Texas,Van Zandt County,57533
50,469,Texas,Victoria County,91936
50,471,Texas,Walker County,72164
50,473,Texas,Waller County,57452
50,475,Texas,Ward County,12097
50,477,Texas,Washington County,35771
50,479,Texas,Webb County,277681
50,481,Texas,Wharton County,41685
50,483,Texas,Wheeler County,4946
50,485,Texas,Wichita County,133205
50,487,Texas,Wilbarger County,12552
50,489,Texas,Willacy County,21161
50,491,Texas,Williamson County,617855
50,493,Texas,Wilson County,52023
50,495,Texas,Winkler County,7887
50,497,Texas,Wise County,71084
50,499,Texas,Wood County,46291
50,501,Texas,Yoakum County,8702
50,503,Texas,Young County,17904
50,505,Texas,Zapata County,14172
50,507,Texas,Zavala County,11840
50,1,Utah,Beaver County,6761
50,3,Utah,Box Elder County,57007
50,5,Utah,Cache County,130004
50,7,Utah,Carbon County,20760
50,9,Utah,Daggett County,1026
50,11,Utah,Davis County,359232
50,13,Utah,Duchesne County,19894
50,15,Utah,Emery County,10147
50,17,Utah,Garfield County,5050
50,19,Utah,Grand County,9796
50,21,Utah,Iron County,56814
50,23,Utah,Juab County,12122
50,25,Utah,Kane County,7914
50,27,Utah,Millard County,13327
50,29,Utah,Morgan County,12462
50,31,Utah,Piute County,1473
50,33,Utah,Rich County,2452
50,35,Utah,Salt Lake County,1165517
50,37,Utah,San Juan County,15278
50,39,Utah,Sanpete County,31393
50,41,Utah,Sevier County,21780
50,43,Utah,Summit County,42499
50,45,Utah,Tooele County,74512
50,47,Utah,Uintah County,35970
50,49,Utah,Utah County,651059
50,51,Utah,Wasatch County,35300
50,53,Utah,Washington County,184913
50,55,Utah,Wayne County,2759
50,57,Utah,Weber County,262658
50,1,Vermont,Addison County,36851
50,3,Vermont,Bennington County,35338
50,5,Vermont,Caledonia County,29705
50,7,Vermont,Chittenden County,164306
50,9,Vermont,Essex County,6123
50,11,Vermont,Franklin County,49685
50,13,Vermont,Grand Isle County,7169
50,15,Vermont,Lamoille County,25341
50,17,Vermont,Orange County,28837
50,19,Vermont,Orleans County,26897
50,21,Vermont,Rutland County,57764
50,23,Vermont,Washington County,58328
50,25,Vermont,Windham County,42015
50,27,Vermont,Windsor County,54988
50,1,Virginia,Accomack County,32238
50,3,Virginia,Albemarle County,110652
50,5,Virginia,Alleghany County,14701
50,7,Virginia,Amelia County,13014
50,9,Virginia,Amherst County,31667
50,11,Virginia,Appomattox County,16043
50,13,Virginia,Arlington County,240119
50,15,Virginia,Augusta County,76544
50,17,Virginia,Bath County,4119
50,19,Virginia,Bedford County,79811
50,21,Virginia,Bland County,6239
50,23,Virginia,Botetourt County,33633
50,25,Virginia,Brunswick County,16037
50,27,Virginia,Buchanan County,20613
50,29,Virginia,Buckingham County,17168
50,31,Virginia,Campbell County,55304
50,33,Virginia,Caroline County,30860
50,35,Virginia,Carroll County,30074
50,36,Virginia,Charles City County,6821
50,37,Virginia,Charlotte County,11820
50,41,Virginia,Chesterfield County,358245
50,43,Virginia,Clarke County,14622
50,45,Virginia,Craig County,5077
50,47,Virginia,Culpeper County,53569
50,49,Virginia,Cumberland County,9933
50,51,Virginia,Dickenson County,14078
50,53,Virginia,Dinwiddie County,28688
50,57,Virginia,Essex County,10943
50,59,Virginia,Fairfax County,1150847
50,61,Virginia,Fauquier County,71361
50,63,Virginia,Floyd County,15777
50,65,Virginia,Fluvanna County,27422
50,67,Virginia,Franklin County,56167
50,69,Virginia,Frederick County,91119
50,71,Virginia,Giles County,16663
50,73,Virginia,Gloucester County,37459
50,75,Virginia,Goochland County,24431
50,77,Virginia,Grayson County,15493
50,79,Virginia,Greene County,20131
50,81,Virginia,Greensville County,11280
50,83,Virginia,Halifax County,33633
50,85,Virginia,Hanover County,108262
50,87,Virginia,Henrico County,333766
50,89,Virginia,Henry County,50309
50,91,Virginia,Highland County,2200
50,93,Virginia,Isle of Wight County,37725
50,95,Virginia,James City County,77612
50,97,Virginia,King and Queen County,6942
50,99,Virginia,King George County,27381
50,101,Virginia,King William County,17641
50,103,Virginia,Lancaster County,10618
50,105,Virginia,Lee County,23238
50,107,Virginia,Loudoun County,422784
50,109,Virginia,Louisa County,38132
50,111,Virginia,Lunenburg County,12267
50,113,Virginia,Madison County,13312
50,115,Virginia,Mathews County,8766
50,117,Virginia,Mecklenburg County,30679
50,119,Virginia,Middlesex County,10569
50,121,Virginia,Montgomery County,98391
50,125,Virginia,Nelson County,14755
50,127,Virginia,New Kent County,23648
50,131,Virginia,Northampton County,11673
50,133,Virginia,Northumberland County,12069
50,135,Virginia,Nottoway County,15160
50,137,Virginia,Orange County,37695
50,139,Virginia,Page County,23933
50,141,Virginia,Patrick County,17493
50,143,Virginia,Pittsylvania County,59850
50,145,Virginia,Powhatan County,30148
50,147,Virginia,Prince Edward County,23006
50,149,Virginia,Prince George County,38686
50,153,Virginia,Prince William County,475533
50,155,Virginia,Pulaski County,33935
50,157,Virginia,Rappahannock County,7260
50,159,Virginia,Richmond County,9071
50,161,Virginia,Roanoke County,94509
50,163,Virginia,Rockbridge County,22757
50,165,Virginia,Rockingham County,82346
50,167,Virginia,Russell County,26647
50,169,Virginia,Scott County,21629
50,171,Virginia,Shenandoah County,43905
50,173,Virginia,Smyth County,30090
50,175,Virginia,Southampton County,17636
50,177,Virginia,Spotsylvania County,138449
50,179,Virginia,Stafford County,156748
50,181,Virginia,Surry County,6385
50,183,Virginia,Sussex County,10925
50,185,Virginia,Tazewell County,40529
50,187,Virginia,Warren County,40475
50,191,Virginia,Washington County,53695
50,193,Virginia,Westmoreland County,18149
50,195,Virginia,Wise County,37206
50,197,Virginia,Wythe County,28620
50,199,Virginia,York County,69199
50,510,Virginia,Alexandria city,158726
50,520,Virginia,Bristol city,17329
50,530,Virginia,Buena Vista city,6402
50,540,Virginia,Charlottesville city,46950
50,550,Virginia,Chesapeake city,247011
50,570,Virginia,Colonial Heights city,17205
50,580,Virginia,Covington city,5639
50,590,Virginia,Danville city,39869
50,595,Virginia,Emporia city,5257
50,600,Virginia,Fairfax city,23429
50,610,Virginia,Falls Church city,14631
50,620,Virginia,Franklin city,7833
50,630,Virginia,Fredericksburg city,29492
50,640,Virginia,Galax city,6296
50,650,Virginia,Hampton city,135464
50,660,Virginia,Harrisonburg city,53204
50,670,Virginia,Hopewell city,22375
50,678,Virginia,Lexington city,7279
50,680,Virginia,Lynchburg city,81561
50,683,Virginia,Manassas city,40869
50,685,Virginia,Manassas Park city,18004
50,690,Virginia,Martinsville city,12355
50,700,Virginia,Newport News city,179062
50,710,Virginia,Norfolk city,242803
50,720,Virginia,Norton city,3985
50,730,Virginia,Petersburg city,30446
50,735,Virginia,Poquoson city,12257
50,740,Virginia,Portsmouth city,95094
50,750,Virginia,Radford city,18255
50,760,Virginia,Richmond city,232226
50,770,Virginia,Roanoke city,99058
50,775,Virginia,Salem city,25340
50,790,Virginia,Staunton city,25190
50,800,Virginia,Suffolk city,93913
50,810,Virginia,Virginia Beach city,451231
50,820,Virginia,Waynesboro city,22741
50,830,Virginia,Williamsburg city,15259
50,840,Virginia,Winchester city,27700
50,1,Washington,Adams County,20027
50,3,Washington,Asotin County,22820
50,5,Washington,Benton County,206426
50,7,Washington,Chelan County,77574
50,9,Washington,Clallam County,78067
50,11,Washington,Clark County,496865
50,13,Washington,Columbia County,4048
50,15,Washington,Cowlitz County,111371
50,17,Washington,Douglas County,43560
50,19,Washington,Ferry County,7759
50,21,Washington,Franklin County,97075
50,23,Washington,Garfield County,2290
50,25,Washington,Grant County,99377
50,27,Washington,Grays Harbor County,75950
50,29,Washington,Island County,86014
50,31,Washington,Jefferson County,32700
50,33,Washington,King County,2274315
50,35,Washington,Kitsap County,272787
50,37,Washington,Kittitas County,49204
50,39,Washington,Klickitat County,22697
50,41,Washington,Lewis County,82109
50,43,Washington,Lincoln County,11090
50,45,Washington,Mason County,68224
50,47,Washington,Okanogan County,42620
50,49,Washington,Pacific County,22984
50,51,Washington,Pend Oreille County,14144
50,53,Washington,Pierce County,913890
50,55,Washington,San Juan County,17492
50,57,Washington,Skagit County,130789
50,59,Washington,Skamania County,12107
50,61,Washington,Snohomish County,830393
50,63,Washington,Spokane County,528225
50,65,Washington,Stevens County,46360
50,67,Washington,Thurston County,294074
50,69,Washington,Wahkiakum County,4498
50,71,Washington,Walla Walla County,61292
50,73,Washington,Whatcom County,231016
50,75,Washington,Whitman County,49500
50,77,Washington,Yakima County,251879
50,1,West Virginia,Barbour County,16444
50,3,West Virginia,Berkeley County,122125
50,5,West Virginia,Boone County,21055
50,7,West Virginia,Braxton County,13702
50,9,West Virginia,Brooke County,21674
50,11,West Virginia,Cabell County,91589
50,13,West Virginia,Calhoun County,6945
50,15,West Virginia,Clay County,8341
50,17,West Virginia,Doddridge County,8368
50,19,West Virginia,Fayette County,42062
50,21,West Virginia,Gilmer County,7811
50,23,West Virginia,Grant County,11510
50,25,West Virginia,Greenbrier County,34319
50,27,West Virginia,Hampshire County,23190
50,29,West Virginia,Hancock County,28571
50,31,West Virginia,Hardy County,13633
50,33,West Virginia,Harrison County,66870
50,35,West Virginia,Jackson County,28453
50,37,West Virginia,Jefferson County,57486
50,39,West Virginia,Kanawha County,176253
50,41,West Virginia,Lewis County,15805
50,43,West Virginia,Lincoln County,20043
50,45,West Virginia,Logan County,31688
50,47,West Virginia,McDowell County,16916
50,49,West Virginia,Marion County,55962
50,51,West Virginia,Marshall County,30103
50,53,West Virginia,Mason County,26335
50,55,West Virginia,Mercer County,58258
50,57,West Virginia,Mineral County,26722
50,59,West Virginia,Mingo County,22951
50,61,West Virginia,Monongalia County,106819
50,63,West Virginia,Monroe County,13229
50,65,West Virginia,Morgan County,17873
50,67,West Virginia,Nicholas County,24340
50,69,West Virginia,Ohio County,41182
50,71,West Virginia,Pendleton County,6932
50,73,West Virginia,Pleasants County,7438
50,75,West Virginia,Pocahontas County,8190
50,77,West Virginia,Preston County,33380
50,79,West Virginia,Putnam County,56428
50,81,West Virginia,Raleigh County,72920
50,83,West Virginia,Randolph County,28387
50,85,West Virginia,Ritchie County,9499
50,87,West Virginia,Roane County,13482
50,89,West Virginia,Summers County,12444
50,91,West Virginia,Taylor County,16699
50,93,West Virginia,Tucker County,6816
50,95,West Virginia,Tyler County,8533
50,97,West Virginia,Upshur County,24230
50,99,West Virginia,Wayne County,39054
50,101,West Virginia,Webster County,8058
50,103,West Virginia,Wetzel County,14904
50,105,West Virginia,Wirt County,5705
50,107,West Virginia,Wood County,82938
50,109,West Virginia,Wyoming County,20123
50,1,Wisconsin,Adams County,20498
50,3,Wisconsin,Ashland County,15415
50,5,Wisconsin,Barron County,45090
50,7,Wisconsin,Bayfield County,15242
50,9,Wisconsin,Brown County,264610
50,11,Wisconsin,Buffalo County,13033
50,13,Wisconsin,Burnett County,15557
50,15,Wisconsin,Calumet County,50209
50,17,Wisconsin,Chippewa County,64737
50,19,Wisconsin,Clark County,34720
50,21,Wisconsin,Columbia County,57668
50,23,Wisconsin,Crawford County,16021
50,25,Wisconsin,Dane County,552536
50,27,Wisconsin,Dodge County,87336
50,29,Wisconsin,Door County,27889
50,31,Wisconsin,Douglas County,43702
50,33,Wisconsin,Dunn County,45452
50,35,Wisconsin,Eau Claire County,105260
50,37,Wisconsin,Florence County,4298
50,39,Wisconsin,Fond du Lac County,102902
50,41,Wisconsin,Forest County,8960
50,43,Wisconsin,Grant County,51021
50,45,Wisconsin,Green County,36603
50,47,Wisconsin,Green Lake County,18908
50,49,Wisconsin,Iowa County,23640
50,51,Wisconsin,Iron County,5698
50,53,Wisconsin,Jackson County,20630
50,55,Wisconsin,Jefferson County,85038
50,57,Wisconsin,Juneau County,26908
50,59,Wisconsin,Kenosha County,169671
50,61,Wisconsin,Kewaunee County,20386
50,63,Wisconsin,La Crosse County,118502
50,65,Wisconsin,Lafayette County,16646
50,67,Wisconsin,Langlade County,19119
50,69,Wisconsin,Lincoln County,27566
50,71,Wisconsin,Manitowoc County,78757
50,73,Wisconsin,Marathon County,135593
50,75,Wisconsin,Marinette County,40262
50,77,Wisconsin,Marquette County,15585
50,78,Wisconsin,Menominee County,4546
50,79,Wisconsin,Milwaukee County,945016
50,81,Wisconsin,Monroe County,46582
50,83,Wisconsin,Oconto County,38383
50,85,Wisconsin,Oneida County,35751
50,87,Wisconsin,Outagamie County,188766
50,89,Wisconsin,Ozaukee County,90043
