SUMLEV,COUNTY,STNAME,CTYNAME,POP2020
50,1,Alabama,Autauga County,56145
50,3,Alabama,Baldwin County,229287
50,5,Alabama,Barbour County,24589
50,7,Alabama,Bibb County,22136
50,9,Alabama,Blount County,57879
50,11,Alabama,Bullock County,9976
50,13,Alabama,Butler County,19504
50,15,Alabama,Calhoun County,113469
50,17,Alabama,Chambers County,32865
50,19,Alabama,Cherokee County,26294
50,21,Alabama,Chilton County,44397
50,23,Alabama,Choctaw County,12418
50,25,Alabama,Clarke County,23291
50,27,Alabama,Clay County,13112
50,29,Alabama,Cleburne County,14967
50,31,Alabama,Coffee County,53230
50,33,Alabama,Colbert County,55411
50,35,Alabama,Conecuh County,11851
50,37,Alabama,Coosa County,10650
50,39,Alabama,Covington County,36930
50,41,Alabama,Crenshaw County,13681
50,43,Alabama,Cullman County,84515
50,45,Alabama,Dale County,48959
50,47,Alabama,Dallas County,36098
50,49,Alabama,DeKalb County,71658
50,51,Alabama,Elmore County,82158
50,53,Alabama,Escambia County,36281
50,55,Alabama,Etowah County,102371
50,57,Alabama,Fayette County,16241
50,59,Alabama,Franklin County,31507
50,61,Alabama,Geneva County,26411
50,63,Alabama,Greene County,7990
50,65,Alabama,Hale County,14670
50,67,Alabama,Henry County,17223
50,69,Alabama,Houston County,106580
50,71,Alabama,Jackson County,51582
50,73,Alabama,Jefferson County,655342
50,75,Alabama,Lamar County,13764
50,77,Alabama,Lauderdale County,93368
50,79,Alabama,Lawrence County,32857
50,81,Alabama,Lee County,166831
50,83,Alabama,Limestone County,102228
50,85,Alabama,Lowndes County,9641
50,87,Alabama,Macon County,17895
50,89,Alabama,Madison County,379453
50,91,Alabama,Marengo County,18733
50,93,Alabama,Marion County,29703
50,95,Alabama,Marshall County,96990
50,97,Alabama,Mobile County,412716
50,99,Alabama,Monroe County,20459
50,101,Alabama,Montgomery County,224639
50,103,Alabama,Morgan County,119883
50,105,Alabama,Perry County,8687
50,107,Alabama,Pickens County,19793
50,109,Alabama,Pike County,32966
50,111,Alabama,Randolph County,22920
50,113,Alabama,Russell County,58237
50,115,Alabama,St. Clair County,90739
50,117,Alabama,Shelby County,221428
50,119,Alabama,Sumter County,12225
50,121,Alabama,Talladega County,79985
50,123,Alabama,Tallapoosa County,40133
50,125,Alabama,Tuscaloosa County,210758
50,127,Alabama,Walker County,63143
50,129,Alabama,Washington County,15976
50,131,Alabama,Wilcox County,10206
50,133,Alabama,Winston County,23508
50,13,Alaska,Aleutians East Borough,3401
50,16,Alaska,Aleutians West Census Area,5680
50,20,Alaska,Anchorage Municipality,287095
50,50,Alaska,Bethel Census Area,18437
50,60,Alaska,Bristol Bay Borough,788
50,63,Alaska,Chugach Census Area,6427
50,66,Alaska,Copper River Census Area,2919
50,68,Alaska,Denali Borough,2081
50,70,Alaska,Dillingham Census Area,4833
50,90,Alaska,Fairbanks North Star Borough,95651
50,100,Alaska,Haines Borough,2614
50,105,Alaska,Hoonah-Angoon Census Area,2141
50,110,Alaska,Juneau City and Borough,31849
50,122,Alaska,Kenai Peninsula Borough,59414
50,130,Alaska,Ketchikan Gateway Borough,13747
50,150,Alaska,Kodiak Island Borough,12992
50,158,Alaska,Kusilvak Census Area,8328
50,164,Alaska,Lake and Peninsula Borough,1493
50,170,Alaska,Matanuska-Susitna Borough,110213
50,180,Alaska,Nome Census Area,9909
50,185,Alaska,North Slope Borough,9294
50,188,Alaska,Northwest Arctic Borough,7644
50,195,Alaska,Petersburg Borough,3296
50,198,Alaska,Prince of Wales-Hyder Census Area,6147
50,220,Alaska,Sitka City and Borough,8405
50,230,Alaska,Skagway Municipality,1179
50,240,Alaska,Southeast Fairbanks Census Area,6957
50,275,Alaska,Wrangell City and Borough,2510
50,282,Alaska,Yakutat City and Borough,637
50,290,Alaska,Yukon-Koyukuk Census Area,5077
50,1,Arizona,Apache County,71875
50,3,Arizona,Cochise County,127450
50,5,Arizona,Coconino County,142481
50,7,Arizona,Gila County,54303
50,9,Arizona,Graham County,39211
50,11,Arizona,Greenlee County,9341
50,12,Arizona,La Paz County,21480
50,13,Arizona,Maricopa County,4579081
50,15,Arizona,Mohave County,217206
50,17,Arizona,Navajo County,112112
50,19,Arizona,Pima County,1061175
50,21,Arizona,Pinal County,480828
50,23,Arizona,Santa Cruz County,46808
50,25,Arizona,Yavapai County,240226
50,27,Arizona,Yuma County,217824
50,1,Arkansas,Arkansas County,17383
50,3,Arkansas,Ashley County,19339
50,5,Arkansas,Baxter County,42242
50,7,Arkansas,Benton County,288774
50,9,Arkansas,Boone County,37625
50,11,Arkansas,Bradley County,10639
50,13,Arkansas,Calhoun County,5113
50,15,Arkansas,Carroll County,28276
50,17,Arkansas,Chicot County,9924
50,19,Arkansas,Clark County,22103
50,21,Arkansas,Clay County,14375
50,23,Arkansas,Cleburne County,24935
50,25,Arkansas,Cleveland County,7957
50,27,Arkansas,Columbia County,23331
50,29,Arkansas,Conway County,21037
50,31,Arkansas,Craighead County,112245
50,33,Arkansas,Crawford County,63409
50,35,Arkansas,Crittenden County,47616
50,37,Arkansas,Cross County,16142
50,39,Arkansas,Dallas County,6802
50,41,Arkansas,Desha County,11110
50,43,Arkansas,Drew County,17977
50,45,Arkansas,Faulkner County,126919
50,47,Arkansas,Franklin County,17897
50,49,Arkansas,Fulton County,12381
50,51,Arkansas,Garland County,99789
50,53,Arkansas,Grant County,18449
50,55,Arkansas,Greene County,45597
50,57,Arkansas,Hempstead County,21253
50,59,Arkansas,Hot Spring County,33787
50,61,Arkansas,Howard County,13109
50,63,Arkansas,Independence County,37757
50,65,Arkansas,Izard County,13613
50,67,Arkansas,Jackson County,16636
50,69,Arkansas,Jefferson County,65377
50,71,Arkansas,Johnson County,26513
50,73,Arkansas,Lafayette County,6596
50,75,Arkansas,Lawrence County,16410
50,77,Arkansas,Lee County,8513
50,79,Arkansas,Lincoln County,12944
50,81,Arkansas,Little River County,12180
50,83,Arkansas,Logan County,21410
50,85,Arkansas,Lonoke County,73921
50,87,Arkansas,Madison County,16644
50,89,Arkansas,Marion County,16790
50,91,Arkansas,Miller County,43177
50,93,Arkansas,Mississippi County,40066
50,95,Arkansas,Monroe County,6584
50,97,Arkansas,Montgomery County,9006
50,99,Arkansas,Nevada County,8099
50,101,Arkansas,Newton County,7602
50,103,Arkansas,Ouachita County,23167
50,105,Arkansas,Perry County,10327
50,107,Arkansas,Phillips County,17299
50,109,Arkansas,Pike County,10643
50,111,Arkansas,Poinsett County,23283
50,113,Arkansas,Polk County,19707
50,115,Arkansas,Pope County,64334
50,117,Arkansas,Prairie County,7966
50,119,Arkansas,Pulaski County,392980
50,121,Arkansas,Randolph County,18247
50,123,Arkansas,St. Francis County,24682
50,125,Arkansas,Saline County,123968
50,127,Arkansas,Scott County,10164
50,129,Arkansas,Searcy County,7842
50,131,Arkansas,Sebastian County,127590
50,133,Arkansas,Sevier County,16702
50,135,Arkansas,Sharp County,17424
50,137,Arkansas,Stone County,12674
50,139,Arkansas,Union County,38219
50,141,Arkansas,Van Buren County,16541
50,143,Arkansas,Washington County,243216
50,145,Arkansas,White County,78729
50,147,Arkansas,Woodruff County,6264
50,149,Arkansas,Yell County,21181
50,1,California,Alameda County,1662323
50,3,California,Alpine County,1119
50,5,California,Amador County,40083
50,7,California,Butte County,212744
50,9,California,Calaveras County,46308
50,11,California,Colusa County,21558
50,13,California,Contra Costa County,1152333
50,15,California,Del Norte County,27968
50,17,California,El Dorado County,192925
50,19,California,Fresno County,1000918
50,21,California,Glenn County,28283
50,23,California,Humboldt County,134977
50,25,California,Imperial County,180267
50,27,California,Inyo County,18046
50,29,California,Kern County,901362
50,31,California,Kings County,152692
50,33,California,Lake County,64479
50,35,California,Lassen County,30016
50,37,California,Los Angeles County,9943046
50,39,California,Madera County,157761
50,41,California,Marin County,257332
50,43,California,Mariposa County,17160
50,45,California,Mendocino County,86061
50,47,California,Merced County,279252
50,49,California,Modoc County,8763
50,51,California,Mono County,14534
50,53,California,Monterey County,430906
50,55,California,Napa County,135965
50,57,California,Nevada County,99606
50,59,California,Orange County,3166857
50,61,California,Placer County,402950
50,63,California,Plumas County,18967
50,65,California,Riverside County,2489188
50,67,California,Sacramento County,1559146
50,69,California,San Benito County,64055
50,71,California,San Bernardino County,2189183
50,73,California,San Diego County,3332427
50,75,California,San Francisco County,866606
50,77,California,San Joaquin County,767967
50,79,California,San Luis Obispo County,282249
50,81,California,San Mateo County,758308
50,83,California,Santa Barbara County,444766
50,85,California,Santa Clara County,1907105
50,87,California,Santa Cruz County,269925
50,89,California,Shasta County,179027
50,91,California,Sierra County,2920
50,93,California,Siskiyou County,43245
50,95,California,Solano County,446935
50,97,California,Sonoma County,489819
50,99,California,Stanislaus County,550081
50,101,California,Sutter County,96385
50,103,California,Tehama County,64494
50,105,California,Trinity County,12216
50,107,California,Tulare County,468680
50,109,California,Tuolumne County,54515
50,111,California,Ventura County,841387
50,113,California,Yolo County,219728
50,115,California,Yuba County,80160
50,1,Colorado,Adams County,519883
50,3,Colorado,Alamosa County,16180
50,5,Colorado,Arapahoe County,657452
50,7,Colorado,Archuleta County,14196
50,9,Colorado,Baca County,3555
50,11,Colorado,Bent County,5356
50,13,Colorado,Boulder County,327171
50,14,Colorado,Broomfield County,72236
50,15,Colorado,Chaffee County,20661
50,17,Colorado,Cheyenne County,1795
50,19,Colorado,Clear Creek County,9586
50,21,Colorado,Conejos County,8143
50,23,Colorado,Costilla County,3921
50,25,Colorado,Crowley County,5696
50,27,Colorado,Custer County,5183
50,29,Colorado,Delta County,31067
50,31,Colorado,Denver County,735538
50,33,Colorado,Dolores County,2096
50,35,Colorado,Douglas County,360750
50,37,Colorado,Eagle County,54929
50,39,Colorado,Elbert County,27313
50,41,Colorado,El Paso County,728310
50,43,Colorado,Fremont County,47867
50,45,Colorado,Garfield County,60366
50,47,Colorado,Gilpin County,6235
50,49,Colorado,Grand County,15794
50,51,Colorado,Gunnison County,17593
50,53,Colorado,Hinsdale County,808
50,55,Colorado,Huerfano County,6883
50,57,Colorado,Jackson County,1389
50,59,Colorado,Jefferson County,583283
50,61,Colorado,Kiowa County,1458
50,63,Colorado,Kit Carson County,7121
50,65,Colorado,Lake County,7987
50,67,Colorado,La Plata County,56564
50,69,Colorado,Larimer County,360428
50,71,Colorado,Las Animas County,14420
50,73,Colorado,Lincoln County,5680
50,75,Colorado,Logan County,21974
50,77,Colorado,Mesa County,155603
50,79,Colorado,Mineral County,773
50,81,Colorado,Moffat County,13144
50,83,Colorado,Montezuma County,26408
50,85,Colorado,Montrose County,43322
50,87,Colorado,Morgan County,28941
50,89,Colorado,Otero County,18201
50,91,Colorado,Ouray County,5001
50,93,Colorado,Park County,18955
50,95,Colorado,Phillips County,4367
50,97,Colorado,Pitkin County,17894
50,99,Colorado,Prowers County,12106
50,101,Colorado,Pueblo County,169823
50,103,Colorado,Rio Blanco County,6342
50,105,Colorado,Rio Grande County,11296
50,107,Colorado,Routt County,25560
50,109,Colorado,Saguache County,6938
50,111,Colorado,San Juan County,748
50,113,Colorado,San Miguel County,8105
50,115,Colorado,Sedgwick County,2260
50,117,Colorado,Summit County,30631
50,119,Colorado,Teller County,25529
50,121,Colorado,Washington County,4875
50,123,Colorado,Weld County,333983
50,125,Colorado,Yuma County,10047
50,1,Connecticut,Fairfield County,942426
50,3,Connecticut,Hartford County,889226
50,5,Connecticut,Litchfield County,179610
50,7,Connecticut,Middlesex County,161657
50,9,Connecticut,New Haven County,851948
50,11,Connecticut,New London County,264999
50,13,Connecticut,Tolland County,150600
50,15,Connecticut,Windham County,116540
50,1,Delaware,Kent County,183643
50,3,Delaware,New Castle County,561531
50,5,Delaware,Sussex County,241635
50,1,District of Columbia,District of Columbia,712816
50,1,Florida,Alachua County,271218
50,3,Florida,Baker County,29566
50,5,Florida,Bay County,171322
50,7,Florida,Bradford County,28593
50,9,Florida,Brevard County,608459
50,11,Florida,Broward County,1958105
50,13,Florida,Calhoun County,14078
50,15,Florida,Charlotte County,194711
50,17,Florida,Citrus County,153010
50,19,Florida,Clay County,221770
50,21,Florida,Collier County,392973
50,23,Florida,Columbia County,72654
50,27,Florida,DeSoto County,38520
50,29,Florida,Dixie County,17057
50,31,Florida,Duval County,966728
50,33,Florida,Escambia County,322364
50,35,Florida,Flagler County,118451
50,37,Florida,Franklin County,12201
50,39,Florida,Gadsden County,45277
50,41,Florida,Gilchrist County,18885
50,43,Florida,Glades County,14198
50,45,Florida,Gulf County,13534
50,47,Florida,Hamilton County,14521
50,49,Florida,Hardee County,26822
50,51,Florida,Hendry County,42813
50,53,Florida,Hernando County,198792
50,55,Florida,Highlands County,106639
50,57,Florida,Hillsborough County,1497957
50,59,Florida,Holmes County,19594
50,61,Florida,Indian River County,162518
50,63,Florida,Jackson County,46085
50,65,Florida,Jefferson County,14543
50,67,Florida,Lafayette County,8482
50,69,Florida,Lake County,375492
50,71,Florida,Lee County,790767
50,73,Florida,Leon County,295460
50,75,Florida,Levy County,42214
50,77,Florida,Liberty County,8364
50,79,Florida,Madison County,18707
50,81,Florida,Manatee County,411219
50,83,Florida,Marion County,373513
50,85,Florida,Martin County,162088
50,86,Florida,Miami-Dade County,2707303
50,87,Florida,Monroe County,73900
50,89,Florida,Nassau County,91113
50,91,Florida,Okaloosa County,212820
50,93,Florida,Okeechobee County,42297
50,95,Florida,Orange County,1404396
50,97,Florida,Osceola County,385315
50,99,Florida,Palm Beach County,1507600
50,101,Florida,Pasco County,570412
50,103,Florida,Pinellas County,976802
50,105,Florida,Polk County,744552
50,107,Florida,Putnam County,74815
50,109,Florida,St. Johns County,278715
50,111,Florida,St. Lucie County,337186
50,113,Florida,Santa Rosa County,189139
50,115,Florida,Sarasota County,443465
50,117,Florida,Seminole County,474171
50,119,Florida,Sumter County,139018
50,121,Florida,Suwannee County,44851
50,123,Florida,Taylor County,21600
50,125,Florida,Union County,15182
50,127,Florida,Volusia County,561497
50,129,Florida,Wakulla County,34319
50,131,Florida,Walton County,76648
50,133,Florida,Washington County,25932
50,1,Georgia,Appling County,18325
50,3,Georgia,Atkinson County,8393
50,5,Georgia,Bacon County,11036
50,7,Georgia,Baker County,2971
50,9,Georgia,Baldwin County,45099
50,11,Georgia,Banks County,19352
50,13,Georgia,Barrow County,85588
50,15,Georgia,Bartow County,109426
50,17,Georgia,Ben Hill County,16614
50,19,Georgia,Berrien County,19408
50,21,Georgia,Bibb County,152737
50,23,Georgia,Bleckley County,12955
50,25,Georgia,Brantley County,19202
50,27,Georgia,Brooks County,15357
50,29,Georgia,Bryan County,40755
50,31,Georgia,Bulloch County,80839
50,33,Georgia,Burke County,22648
50,35,Georgia,Butts County,25426
50,37,Georgia,Calhoun County,6231
50,39,Georgia,Camden County,55388
50,43,Georgia,Candler County,10985
50,45,Georgia,Carroll County,121633
50,47,Georgia,Catoosa County,67996
50,49,Georgia,Charlton County,13430
50,51,Georgia,Chatham County,289463
50,53,Georgia,Chattahoochee County,10551
50,55,Georgia,Chattooga County,24843
50,57,Georgia,Cherokee County,265274
50,59,Georgia,Clarke County,127795
50,61,Georgia,Clay County,2866
50,63,Georgia,Clayton County,292646
50,65,Georgia,Clinch County,6582
50,67,Georgia,Cobb County,762944
50,69,Georgia,Coffee County,43218
50,71,Georgia,Colquitt County,45542
50,73,Georgia,Columbia County,160377
50,75,Georgia,Cook County,17291
50,77,Georgia,Coweta County,150849
50,79,Georgia,Crawford County,12231
50,81,Georgia,Crisp County,22034
50,83,Georgia,Dade County,16057
50,85,Georgia,Dawson County,27113
50,87,Georgia,Decatur County,26457
50,89,Georgia,DeKalb County,762009
50,91,Georgia,Dodge County,20452
50,93,Georgia,Dooly County,13174
50,95,Georgia,Dougherty County,86477
50,97,Georgia,Douglas County,147988
50,99,Georgia,Early County,10037
50,101,Georgia,Echols County,4002
50,103,Georgia,Effingham County,65765
50,105,Georgia,Elbert County,19335
50,107,Georgia,Emanuel County,22507
50,109,Georgia,Evans County,10638
50,111,Georgia,Fannin County,26521
50,113,Georgia,Fayette County,115821
50,115,Georgia,Floyd County,98604
50,117,Georgia,Forsyth County,250847
50,119,Georgia,Franklin County,23504
50,121,Georgia,Fulton County,1077402
50,123,Georgia,Gilmer County,31978
50,125,Georgia,Glascock County,2984
50,127,Georgia,Glynn County,85568
50,129,Georgia,Gordon County,58780
50,131,Georgia,Grady County,24491
50,133,Georgia,Greene County,18837
50,135,Georgia,Gwinnett County,942627
50,137,Georgia,Habersham County,46047
50,139,Georgia,Hall County,206591
50,141,Georgia,Hancock County,8494
50,143,Georgia,Haralson County,30383
50,145,Georgia,Harris County,36080
50,147,Georgia,Hart County,26406
50,149,Georgia,Heard County,11973
50,151,Georgia,Henry County,239139
50,153,Georgia,Houston County,160110
50,155,Georgia,Irwin County,9387
50,157,Georgia,Jackson County,76199
50,159,Georgia,Jasper County,14483
50,161,Georgia,Jeff Davis County,15213
50,163,Georgia,Jefferson County,15267
50,165,Georgia,Jenkins County,8746
50,167,Georgia,Johnson County,9667
50,169,Georgia,Jones County,28787
50,171,Georgia,Lamar County,19261
50,173,Georgia,Lanier County,10737
50,175,Georgia,Laurens County,47512
50,177,Georgia,Lee County,30234
50,179,Georgia,Liberty County,63004
50,181,Georgia,Lincoln County,8031
50,183,Georgia,Long County,20171
50,185,Georgia,Lowndes County,118268
50,187,Georgia,Lumpkin County,34186
50,189,Georgia,McDuffie County,21162
50,191,Georgia,McIntosh County,14387
50,193,Georgia,Macon County,12712
50,195,Georgia,Madison County,30457
50,197,Georgia,Marion County,8516
50,199,Georgia,Meriwether County,21164
50,201,Georgia,Miller County,5622
50,205,Georgia,Mitchell County,21602
50,207,Georgia,Monroe County,28042
50,209,Georgia,Montgomery County,9012
50,211,Georgia,Morgan County,19636
50,213,Georgia,Murray County,40032
50,215,Georgia,Muscogee County,196442
50,217,Georgia,Newton County,113295
50,219,Georgia,Oconee County,41124
50,221,Georgia,Oglethorpe County,15383
50,223,Georgia,Paulding County,173359
50,225,Georgia,Peach County,27950
50,227,Georgia,Pickens County,33127
50,229,Georgia,Pierce County,19522
50,231,Georgia,Pike County,19121
50,233,Georgia,Polk County,42840
50,235,Georgia,Pulaski County,11191
50,237,Georgia,Putnam County,22520
50,239,Georgia,Quitman County,2271
50,241,Georgia,Rabun County,17273
50,243,Georgia,Randolph County,6682
50,245,Georgia,Richmond County,202079
50,247,Georgia,Rockdale County,90939
50,249,Georgia,Schley County,5196
50,251,Georgia,Screven County,14012
50,253,Georgia,Seminole County,8060
50,255,Georgia,Spalding County,67414
50,257,Georgia,Stephens County,26107
50,259,Georgia,Stewart County,6689
50,261,Georgia,Sumter County,29282
50,263,Georgia,Talbot County,6143
50,265,Georgia,Taliaferro County,1562
50,267,Georgia,Tattnall County,25365
50,269,Georgia,Taylor County,8074
50,271,Georgia,Telfair County,15781
50,273,Georgia,Terrell County,8523
50,275,Georgia,Thomas County,44372
50,277,Georgia,Tift County,40719
50,279,Georgia,Toombs County,26973
50,281,Georgia,Towns County,12247
50,283,Georgia,Treutlen County,6822
50,285,Georgia,Troup County,70214
50,287,Georgia,Turner County,7882
50,289,Georgia,Twiggs County,8103
50,291,Georgia,Union County,25358
50,293,Georgia,Upson County,26527
50,295,Georgia,Walker County,70116
50,297,Georgia,Walton County,96875
50,299,Georgia,Ware County,35826
50,301,Georgia,Warren County,5232
50,303,Georgia,Washington County,20150
50,305,Georgia,Wayne County,30023
50,307,Georgia,Webster County,2595
50,309,Georgia,Wheeler County,7751
50,311,Georgia,White County,31094
50,313,Georgia,Whitfield County,103837
50,315,Georgia,Wilcox County,8502
50,317,Georgia,Wilkes County,9694
50,319,Georgia,Wilkinson County,8812
50,321,Georgia,Worth County,19972
50,1,Hawaii,Hawaii County,203340
50,3,Hawaii,Honolulu County,963826
50,5,Hawaii,Kalawao County,87
50,7,Hawaii,Kauai County,71851
50,9,Hawaii,Maui County,167902
50,1,Idaho,Ada County,494399
50,3,Idaho,Adams County,4447
50,5,Idaho,Bannock County,88795
50,7,Idaho,Bear Lake County,6143
50,9,Idaho,Benewah County,9430
50,11,Idaho,Bingham County,47202
50,13,Idaho,Blaine County,23426
50,15,Idaho,Boise County,8065
50,17,Idaho,Bonner County,46817
50,19,Idaho,Bonneville County,122134
50,21,Idaho,Boundary County,12656
50,23,Idaho,Butte County,2646
50,25,Idaho,Camas County,1130
50,27,Idaho,Canyon County,237053
50,29,Idaho,Caribou County,7123
50,31,Idaho,Cassia County,24277
50,33,Idaho,Clark County,852
50,35,Idaho,Clearwater County,8846
50,37,Idaho,Custer County,4249
50,39,Idaho,Elmore County,27448
50,41,Idaho,Franklin County,14215
50,43,Idaho,Fremont County,13218
50,45,Idaho,Gem County,18703
50,47,Idaho,Gooding County,15618
50,49,Idaho,Idaho County,16823
50,51,Idaho,Jefferson County,30581
50,53,Idaho,Jerome County,24578
50,55,Idaho,Kootenai County,170628
50,57,Idaho,Latah County,40830
50,59,Idaho,Lemhi County,8054
50,61,Idaho,Lewis County,3838
50,63,Idaho,Lincoln County,5358
50,65,Idaho,Madison County,40318
50,67,Idaho,Minidoka County,21216
50,69,Idaho,Nez Perce County,40755
50,71,Idaho,Oneida County,4520
50,73,Idaho,Owyhee County,12133
50,75,Idaho,Payette County,24771
50,77,Idaho,Power County,7643
50,79,Idaho,Shoshone County,12911
50,81,Idaho,Teton County,12501
50,83,Idaho,Twin Falls County,88411
50,85,Idaho,Valley County,11792
50,87,Idaho,Washington County,10360
50,1,Illinois,Adams County,64783
50,3,Illinois,Alexander County,5497
50,5,Illinois,Bond County,16262
50,7,Illinois,Boone County,52777
50,9,Illinois,Brown County,6546
50,11,Illinois,Bureau County,32303
50,13,Illinois,Calhoun County,4616
50,15,Illinois,Carroll County,14241
50,17,Illinois,Cass County,11925
50,19,Illinois,Champaign County,209192
50,21,Illinois,Christian County,32075
50,23,Illinois,Clark County,15268
50,25,Illinois,Clay County,13079
50,27,Illinois,Clinton County,37398
50,29,Illinois,Coles County,50383
50,31,Illinois,Cook County,5108284
50,33,Illinois,Crawford County,18512
50,35,Illinois,Cumberland County,10649
50,37,Illinois,DeKalb County,104491
50,39,Illinois,De Witt County,15368
50,41,Illinois,Douglas County,19510
50,43,Illinois,DuPage County,917481
50,45,Illinois,Edgar County,16858
50,47,Illinois,Edwards County,6356
50,49,Illinois,Effingham County,34065
50,51,Illinois,Fayette County,21264
50,53,Illinois,Ford County,12949
50,55,Illinois,Franklin County,38060
50,57,Illinois,Fulton County,33690
50,59,Illinois,Gallatin County,4793
50,61,Illinois,Greene County,12702
50,63,Illinois,Grundy County,50993
50,65,Illinois,Hamilton County,8084
50,67,Illinois,Hancock County,17422
50,69,Illinois,Hardin County,3808
50,71,Illinois,Henderson County,6535
50,73,Illinois,Henry County,48411
50,75,Illinois,Iroquois County,26711
50,77,Illinois,Jackson County,56675
50,79,Illinois,Jasper County,9465
50,81,Illinois,Jefferson County,37235
50,83,Illinois,Jersey County,21616
50,85,Illinois,Jo Daviess County,21239
50,87,Illinois,Johnson County,12358
50,89,Illinois,Kane County,531010
50,91,Illinois,Kankakee County,108594
50,93,Illinois,Kendall County,130638
50,95,Illinois,Knox County,49053
50,97,Illinois,Lake County,693593
50,99,Illinois,LaSalle County,107571
50,101,Illinois,Lawrence County,15467
50,103,Illinois,Lee County,33647
50,105,Illinois,Livingston County,35414
50,107,Illinois,Logan County,28383
50,109,Illinois,McDonough County,29295
50,111,Illinois,McHenry County,305888
50,113,Illinois,McLean County,171256
50,115,Illinois,Macon County,103015
50,117,Illinois,Macoupin County,44567
50,119,Illinois,Madison County,262635
50,121,Illinois,Marion County,37045
50,123,Illinois,Marshall County,11309
50,125,Illinois,Mason County,13173
50,127,Illinois,Massac County,13636
50,129,Illinois,Menard County,12068
50,131,Illinois,Mercer County,15225
50,133,Illinois,Monroe County,34739
50,135,Illinois,Montgomery County,28045
50,137,Illinois,Morgan County,33400
50,139,Illinois,Moultrie County,14347
50,141,Illinois,Ogle County,50306
50,143,Illinois,Peoria County,177652
50,145,Illinois,Perry County,20664
50,147,Illinois,Piatt County,16355
50,149,Illinois,Pike County,15239
50,151,Illinois,Pope County,4142
50,153,Illinois,Pulaski County,5201
50,155,Illinois,Putnam County,5716
50,157,Illinois,Randolph County,31351
50,159,Illinois,Richland County,15507
50,161,Illinois,Rock Island County,140907
50,163,Illinois,St. Clair County,258046
50,165,Illinois,Saline County,23182
50,167,Illinois,Sangamon County,193882
50,169,Illinois,Schuyler County,6738
50,171,Illinois,Scott County,4950
50,173,Illinois,Shelby County,21299
50,175,Illinois,Stark County,5262
50,177,Illinois,Stephenson County,43831
50,179,Illinois,Tazewell County,130777
50,181,Illinois,Union County,16498
50,183,Illinois,Vermilion County,74855
50,185,Illinois,Wabash County,11190
50,187,Illinois,Warren County,16696
50,189,Illinois,Washington County,13764
50,191,Illinois,Wayne County,16031
50,193,Illinois,White County,13364
50,195,Illinois,Whiteside County,54656
50,197,Illinois,Will County,688726
50,199,Illinois,Williamson County,66415
50,201,Illinois,Winnebago County,281295
50,203,Illinois,Woodford County,38091
50,1,Indiana,Adams County,35839
50,3,Indiana,Allen County,382187
50,5,Indiana,Bartholomew County,84447
50,7,Indiana,Benton County,8741
50,9,Indiana,Blackford County,11782
50,11,Indiana,Boone County,69347
50,13,Indiana,Brown County,15112
50,15,Indiana,Carroll County,20228
50,17,Indiana,Cass County,37388
50,19,Indiana,Clark County,119266
50,21,Indiana,Clay County,26246
50,23,Indiana,Clinton County,32206
50,25,Indiana,Crawford County,10629
50,27,Indiana,Daviess County,33505
50,29,Indiana,Dearborn County,49824
50,31,Indiana,Decatur County,26584
50,33,Indiana,DeKalb County,43670
50,35,Indiana,Delaware County,113454
50,37,Indiana,Dubois County,42542
50,39,Indiana,Elkhart County,206161
50,41,Indiana,Fayette County,22892
50,43,Indiana,Floyd County,78936
50,45,Indiana,Fountain County,16511
50,47,Indiana,Franklin County,22761
50,49,Indiana,Fulton County,20018
50,51,Indiana,Gibson County,33825
50,53,Indiana,Grant County,65225
50,55,Indiana,Greene County,32203
50,57,Indiana,Hamilton County,344238
50,59,Indiana,Hancock County,79553
50,61,Indiana,Harrison County,40682
50,63,Indiana,Hendricks County,173251
50,65,Indiana,Henry County,48033
50,67,Indiana,Howard County,82732
50,69,Indiana,Huntington County,36395
50,71,Indiana,Jackson County,44222
50,73,Indiana,Jasper County,33440
50,75,Indiana,Jay County,20416
50,77,Indiana,Jefferson County,32110
50,79,Indiana,Jennings County,27515
50,81,Indiana,Johnson County,160607
50,83,Indiana,Knox County,36522
50,85,Indiana,Kosciusko County,78988
50,87,Indiana,LaGrange County,40119
50,89,Indiana,Lake County,487536
50,91,Indiana,LaPorte County,109663
50,93,Indiana,Lawrence County,45496
50,95,Indiana,Madison County,129681
50,97,Indiana,Marion County,966183
50,99,Indiana,Marshall County,46108
50,101,Indiana,Martin County,10079
50,103,Indiana,Miami County,35328
50,105,Indiana,Monroe County,148219
50,107,Indiana,Montgomery County,38365
50,109,Indiana,Morgan County,70707
50,111,Indiana,Newton County,13907
50,113,Indiana,Noble County,47832
50,115,Indiana,Ohio County,5892
50,117,Indiana,Orange County,19651
50,119,Indiana,Owen County,20833
50,121,Indiana,Parke County,16871
50,123,Indiana,Perry County,19154
50,125,Indiana,Pike County,12378
50,127,Indiana,Porter County,170980
50,129,Indiana,Posey County,25275
50,131,Indiana,Pulaski County,12388
50,133,Indiana,Putnam County,37469
50,135,Indiana,Randolph County,24191
50,137,Indiana,Ripley County,28448
50,139,Indiana,Rush County,16649
50,141,Indiana,St. Joseph County,271484
50,143,Indiana,Scott County,23788
50,145,Indiana,Shelby County,44871
50,147,Indiana,Spencer County,20225
50,149,Indiana,Starke County,23049
50,151,Indiana,Steuben County,34831
